TimeStamp,CAN ID,Signal,Raw Value,Physical Value
2022-11-30 16:55:04.447950+00:00,435164161,EngineModel,OXE300,OXE300
2022-11-30 16:55:04.447950+00:00,435164161,EngineSwVersion,SWFL-000029B8-023.013.000,SWFL-000029B8-023.013.000
2022-11-30 16:55:04.447950+00:00,435164161,EngineFwVersion,30022124-0050001-22132,30022124-0050001-22132
2022-11-30 16:55:04.447950+00:00,435164161,EngineSerialnumber,3000184,3000184
2022-11-30 16:55:04.450850+00:00,435164402,EngineModel,OXE PV780,OXE PV780
2022-11-30 16:55:04.450850+00:00,435164402,EngineSwVersion,02.09.23019,02.09.23019
2022-11-30 16:55:04.450850+00:00,435164402,EngineFwVersion,02.09.23019,02.09.23019
2022-11-30 16:55:04.450850+00:00,435164402,EngineSerialnumber,27,27
2022-11-30 16:55:04.454750+00:00,435164160,EngineModel,OXE300,OXE300
2022-11-30 16:55:04.454750+00:00,435164160,EngineSwVersion,SWFL-000029B8-023.013.000,SWFL-000029B8-023.013.000
2022-11-30 16:55:04.454750+00:00,435164160,EngineFwVersion,30022124-0050001-22132,30022124-0050001-22132
2022-11-30 16:55:04.454750+00:00,435164160,EngineSerialnumber,3000206,3000206
2022-11-30 16:55:34.449950+00:00,435164161,EngineModel,OXE300,OXE300
2022-11-30 16:55:34.449950+00:00,435164161,EngineSwVersion,SWFL-000029B8-023.013.000,SWFL-000029B8-023.013.000
2022-11-30 16:55:34.449950+00:00,435164161,EngineFwVersion,30022124-0050001-22132,30022124-0050001-22132
2022-11-30 16:55:34.449950+00:00,435164161,EngineSerialnumber,3000184,3000184
2022-11-30 16:55:34.456200+00:00,435164160,EngineModel,OXE300,OXE300
2022-11-30 16:55:34.456200+00:00,435164160,EngineSwVersion,SWFL-000029B8-023.013.000,SWFL-000029B8-023.013.000
2022-11-30 16:55:34.456200+00:00,435164160,EngineFwVersion,30022124-0050001-22132,30022124-0050001-22132
2022-11-30 16:55:34.456200+00:00,435164160,EngineSerialnumber,3000206,3000206
2022-11-30 16:55:34.467450+00:00,435164402,EngineModel,OXE PV780,OXE PV780
2022-11-30 16:55:34.467450+00:00,435164402,EngineSwVersion,02.09.23019,02.09.23019
2022-11-30 16:55:34.467450+00:00,435164402,EngineFwVersion,02.09.23019,02.09.23019
2022-11-30 16:55:34.467450+00:00,435164402,EngineSerialnumber,27,27
2022-11-30 16:56:04.451950+00:00,435164161,EngineModel,OXE300,OXE300
2022-11-30 16:56:04.451950+00:00,435164161,EngineSwVersion,SWFL-000029B8-023.013.000,SWFL-000029B8-023.013.000
2022-11-30 16:56:04.451950+00:00,435164161,EngineFwVersion,30022124-0050001-22132,30022124-0050001-22132
2022-11-30 16:56:04.451950+00:00,435164161,EngineSerialnumber,3000184,3000184
2022-11-30 16:56:04.458200+00:00,435164160,EngineModel,OXE300,OXE300
2022-11-30 16:56:04.458200+00:00,435164160,EngineSwVersion,SWFL-000029B8-023.013.000,SWFL-000029B8-023.013.000
2022-11-30 16:56:04.458200+00:00,435164160,EngineFwVersion,30022124-0050001-22132,30022124-0050001-22132
2022-11-30 16:56:04.458200+00:00,435164160,EngineSerialnumber,3000206,3000206
2022-11-30 16:56:04.468950+00:00,435164402,EngineModel,OXE PV780,OXE PV780
2022-11-30 16:56:04.468950+00:00,435164402,EngineSwVersion,02.09.23019,02.09.23019
2022-11-30 16:56:04.468950+00:00,435164402,EngineFwVersion,02.09.23019,02.09.23019
2022-11-30 16:56:04.468950+00:00,435164402,EngineSerialnumber,27,27
2022-11-30 16:56:34.450050+00:00,435164160,EngineModel,OXE300,OXE300
2022-11-30 16:56:34.450050+00:00,435164160,EngineSwVersion,SWFL-000029B8-023.013.000,SWFL-000029B8-023.013.000
2022-11-30 16:56:34.450050+00:00,435164160,EngineFwVersion,30022124-0050001-22132,30022124-0050001-22132
2022-11-30 16:56:34.450050+00:00,435164160,EngineSerialnumber,3000206,3000206
2022-11-30 16:56:34.452900+00:00,435164402,EngineModel,OXE PV780,OXE PV780
2022-11-30 16:56:34.452900+00:00,435164402,EngineSwVersion,02.09.23019,02.09.23019
2022-11-30 16:56:34.452900+00:00,435164402,EngineFwVersion,02.09.23019,02.09.23019
2022-11-30 16:56:34.452900+00:00,435164402,EngineSerialnumber,27,27
2022-11-30 16:56:34.454600+00:00,435164161,EngineModel,OXE300,OXE300
2022-11-30 16:56:34.454600+00:00,435164161,EngineSwVersion,SWFL-000029B8-023.013.000,SWFL-000029B8-023.013.000
2022-11-30 16:56:34.454600+00:00,435164161,EngineFwVersion,30022124-0050001-22132,30022124-0050001-22132
2022-11-30 16:56:34.454600+00:00,435164161,EngineSerialnumber,3000184,3000184
2022-11-30 16:57:04.455150+00:00,435164160,EngineModel,OXE300,OXE300
2022-11-30 16:57:04.455150+00:00,435164160,EngineSwVersion,SWFL-000029B8-023.013.000,SWFL-000029B8-023.013.000
2022-11-30 16:57:04.455150+00:00,435164160,EngineFwVersion,30022124-0050001-22132,30022124-0050001-22132
2022-11-30 16:57:04.455150+00:00,435164160,EngineSerialnumber,3000206,3000206
2022-11-30 16:57:04.458600+00:00,435164161,EngineModel,OXE300,OXE300
2022-11-30 16:57:04.458600+00:00,435164161,EngineSwVersion,SWFL-000029B8-023.013.000,SWFL-000029B8-023.013.000
2022-11-30 16:57:04.458600+00:00,435164161,EngineFwVersion,30022124-0050001-22132,30022124-0050001-22132
2022-11-30 16:57:04.458600+00:00,435164161,EngineSerialnumber,3000184,3000184
2022-11-30 16:57:04.472650+00:00,435164402,EngineModel,OXE PV780,OXE PV780
2022-11-30 16:57:04.472650+00:00,435164402,EngineSwVersion,02.09.23019,02.09.23019
2022-11-30 16:57:04.472650+00:00,435164402,EngineFwVersion,02.09.23019,02.09.23019
2022-11-30 16:57:04.472650+00:00,435164402,EngineSerialnumber,27,27
